word1,word2,count,word1_freq,word1_tag,word2_tag,,525,1,0.37,1409
dili,mahipos,1,77,,,,,,,
dili,maimpatso,1,77,,,,,,,
dili,makabalon,1,77,,,,,,,
dili,makapalugak,1,77,,,,,,,
dili,makasabot,1,77,,,,,,,
dili,makita,1,77,,,,,,,
dili,malalis,1,77,,,,,,,
dili,mambahaw,1,77,,,,,,,
dili,man,3,77,,,,,,,
dili,mandawe,1,77,,,,,,,
dili,maoy,2,77,,,,,,,
dili,matumong,1,77,,,,,,,
dili,mopabuto,1,77,,,,,,,
dili,mopasilong,1,77,,,,,,,
dili,na,15,77,,,,,,,
dili,nakaseguro,1,77,,,,,,,
dili,namo,1,77,,,,,,,
dili,nato,1,77,,,,,,,
dili,ordinaryong,1,77,,,,,,,
dili,pa,9,77,,,,,,,
dili,pa.â€”ang,1,77,,,,,,,
dili,panahon,2,77,,,,,,,
dili,piho,1,77,,,,,,,
dili,puydeng,2,77,,,,,,,
dili,sa,3,77,,,,,,,
dili,sab,2,77,,,,,,,
dili,saglag,1,77,,,,,,,
dili,sila,4,77,,,,,,,
dili,siya,3,77,,,,,,,
dili,sugilanon,1,77,,,,,,,
dili,sum-ol,1,77,,,,,,,
dili,ta,1,77,,,,,,,
dili,tanan,1,77,,,,,,,
dili,tiaw,1,77,,,,,,,
dili,tipik,1,77,,,,,,,
dili,to,1,77,,,,,,,
dili,tribung,1,77,,,,,,,
dili,tungod,1,77,,,,,,,
dili,tuod,1,77,,,,,,,
dili,usa,3,77,,,,,,,
dili,usab,1,77,,,,,,,
dili,usbon,1,77,,,,,,,
wala,ako,1,73,,,,,,,
wala,ba,1,73,,,,,,,
wala,damha,1,73,,,,,,,
wala,damhang,2,73,,,,,,,
wala,dangti,1,73,,,,,,,
wala,dungga,1,73,,,,,,,
wala,gani,2,73,,,,,,,
wala,gayod,2,73,,,,,,,
wala,gayoy,1,73,,,,,,,
wala,gihapoy,1,73,,,,,,,
wala,gyod,1,73,,,,,,,
wala,hinuon,2,73,,,,,,,
wala,ikatudlo,1,73,,,,,,,
wala,ikaulaw,1,73,,,,,,,
wala,intawon,1,73,,,,,,,
wala,isaysay,1,73,,,,,,,
wala,kaayo,2,73,,,,,,,
wala,kaayoy,2,73,,,,,,,
wala,kahay,1,73,,,,,,,
wala,kahisgoti,1,73,,,,,,,
wala,kinahanglana,1,73,,,,,,,
wala,kini,2,73,,,,,,,
wala,ko,5,73,,,,,,,
wala,koy,6,73,,,,,,,
wala,lang,5,73,,,,,,,
wala,maatog,1,73,,,,,,,
wala,mabasa,1,73,,,,,,,
wala,mabungat,1,73,,,,,,,
wala,madugay,2,73,,,,,,,
wala,mag-usik,1,73,,,,,,,
wala,magabok,1,73,,,,,,,
wala,magminyoâ€”,1,73,,,,,,,
wala,magtingog,1,73,,,,,,,
wala,mahibalo,1,73,,,,,,,
wala,mahulmag,1,73,,,,,,,
wala,mailÂ_hing,1,73,,,,,,,
wala,makalahos,1,73,,,,,,,
wala,makatuo,1,73,,,,,,,
wala,maminaw,1,73,,,,,,,
wala,man,9,73,,,,,,,
wala,mangatik,1,73,,,,,,,
wala,manumbaling,1,73,,,,,,,
wala,masayod,2,73,,,,,,,
wala,matapos,1,73,,,,,,,
wala,may,1,73,,,,,,,
wala,moadto,1,73,,,,,,,
wala,moawat,1,73,,,,,,,
wala,mobasa,1,73,,,,,,,
wala,mopahulam,1,73,,,,,,,
wala,mosanong,1,73,,,,,,,
wala,moy,1,73,,,,,,,
wala,mugnaa,1,73,,,,,,,
wala,na,33,73,,,,,,,
wala,nadakpanâ€ù,1,73,,,,,,,
wala,nako,2,73,,,,,,,
wala,nay,10,73,,,,,,,
wala,nila,2,73,,,,,,,
wala,niya,3,73,,,,,,,
wala,pa,22,73,,,,,,,
wala,ra,5,73,,,,,,,
wala,sa,1,73,,,,,,,
wala,sila,1,73,,,,,,,
wala,silay,2,73,,,,,,,
wala,siya,3,73,,,,,,,
wala,siyay,3,73,,,,,,,
wala,sulata,1,73,,,,,,,
wala,ta,1,73,,,,,,,
wala,tawon,1,73,,,,,,,
wala,tuod,1,73,,,,,,,
wala,unta,1,73,,,,,,,
wala,untay,1,73,,,,,,,
wala,usab,1,73,,,,,,,
wala,walay,1,73,,,,,,,
aron,ato,1,68,,,,,,,
aron,atong,2,68,,,,,,,
aron,bantayan,2,68,,,,,,,
aron,buhaton,1,68,,,,,,,
aron,di,2,68,,,,,,,
aron,dili,5,68,,,,,,,
aron,himoon,3,68,,,,,,,
aron,ibalik,1,68,,,,,,,
aron,ibalita,1,68,,,,,,,
aron,ibaylo,1,68,,,,,,,
aron,ilogon,1,68,,,,,,,
aron,ingnog,1,68,,,,,,,
aron,intawon,1,68,,,,,,,
aron,ipadayon,1,68,,,,,,,
aron,kuhaon,1,68,,,,,,,
aron,kuno,1,68,,,,,,,
aron,lamang,1,68,,,,,,,
aron,lang,1,68,,,,,,,
aron,lugawon),1,68,,,,,,,
aron,maangol-angol,1,68,,,,,,,
aron,madunggan,1,68,,,,,,,
aron,magamit,1,68,,,,,,,
aron,mahidangat,1,68,,,,,,,
aron,makabalhin,1,68,,,,,,,
aron,makaeskuyla,1,68,,,,,,,
aron,makalikay,1,68,,,,,,,
aron,makapahimulos,1,68,,,,,,,
aron,makapalit,1,68,,,,,,,
aron,makapamalandong,1,68,,,,,,,
aron,makasulod,1,68,,,,,,,
aron,makig-away,1,68,,,,,,,
aron,malikayang,1,68,,,,,,,
aron,manalipod,1,68,,,,,,,
aron,mangayog,1,68,,,,,,,
aron,manglukat,1,68,,,,,,,
aron,manguhag,1,68,,,,,,,
aron,maoy,1,68,,,,,,,
aron,marepresentahan,1,68,,,,,,,
aron,masusi,1,68,,,,,,,
aron,matan-aw,1,68,,,,,,,
aron,matibway,1,68,,,,,,,
aron,may,1,68,,,,,,,
aron,mo-clear,1,68,,,,,,,
aron,mopalit,1,68,,,,,,,
aron,mosulod,1,68,,,,,,,
aron,moursa,1,68,,,,,,,
aron,mowara-wara,1,68,,,,,,,
aron,pag-adto,1,68,,,,,,,
aron,pag-aninaw,1,68,,,,,,,
aron,pagdapit,1,68,,,,,,,
aron,paghusay,1,68,,,,,,,
aron,paglaktod,1,68,,,,,,,
aron,pagpakita,1,68,,,,,,,
aron,pagpanguykoy,1,68,,,,,,,
aron,pagtin-aw,1,68,,,,,,,
aron,pagtiti,1,68,,,,,,,
aron,pangitaon,1,68,,,,,,,
aron,pangulohan,1,68,,,,,,,
aron,pugngan,1,68,,,,,,,
aron,sa,2,68,,,,,,,
aron,si,1,68,,,,,,,
aron,sila,3,68,,,,,,,
aron,sindihan,1,68,,,,,,,
aron,siya,1,68,,,,,,,
aron,usab,1,68,,,,,,,
aron,wad-on,1,68,,,,,,,
aron,wala,1,68,,,,,,,
aron,way,1,68,,,,,,,
niya,â€œayaw,1,67,,,,,,,
niya,â€œbitaw,1,67,,,,,,,
niya,â€œmaayong,1,67,,,,,,,
niya,â€œsus,1,67,,,,,,,
niya,ako,3,67,,,,,,,
niya,among,1,67,,,,,,,
niya,ang,21,67,,,,,,,
niya,bata,1,67,,,,,,,
niya,bisan,1,67,,,,,,,
niya,dayong,2,67,,,,,,,
niya,dihang,1,67,,,,,,,
niya,estoryahi,1,67,,,,,,,
niya,gani,1,67,,,,,,,
niya,giganahang,1,67,,,,,,,
niya,gipakita,1,67,,,,,,,
niya,gisaysay,1,67,,,,,,,
niya,gisulatan,1,67,,,,,,,
niya,hiabti,1,67,,,,,,,
niya,ikahimuot,1,67,,,,,,,
niya,ingon,1,67,,,,,,,
niya,ka,1,67,,,,,,,
niya,kadto,1,67,,,,,,,
niya,kahibalo,1,67,,,,,,,
niya,kahimut-i,2,67,,,,,,,
niya,kahinam,1,67,,,,,,,
niya,kang,2,67,,,,,,,
niya,kapugngi,1,67,,,,,,,
niya,kini,1,67,,,,,,,
niya,kinig,1,67,,,,,,,
niya,kining,4,67,,,,,,,
niya,kon,2,67,,,,,,,
niya,maantos,1,67,,,,,,,
niya,mabuhii,1,67,,,,,,,
niya,makasapatos,1,67,,,,,,,
niya,mapugngi,1,67,,,,,,,
niya,mismo,1,67,,,,,,,
niya,mobati,1,67,,,,,,,
niya,na,2,67,,,,,,,
niya,nabughat,1,67,,,,,,,
niya,nagdungan,1,67,,,,,,,
niya,nahibulong,1,67,,,,,,,
niya,nako,1,67,,,,,,,
niya,nga,6,67,,,,,,,
niya,ngadto,2,67,,,,,,,
niya,nganong,1,67,,,,,,,
niya,niadtong,1,67,,,,,,,
niya,nindot,1,67,,,,,,,
niya,ning,1,67,,,,,,,
niya,pa,5,67,,,,,,,
niya,padunggon,1,67,,,,,,,
niya,pagbalik,1,67,,,,,,,
niya,paghakop,1,67,,,,,,,
niya,pagkalaki,1,67,,,,,,,
niya,pagkawalay,1,67,,,,,,,
niya,pagsulat,1,67,,,,,,,
niya,pasudla,1,67,,,,,,,
niya,sa,13,67,,,,,,,
niya,samag,1,67,,,,,,,
niya,si,4,67,,,,,,,
niya,sila,2,67,,,,,,,
niya,siya,1,67,,,,,,,
niya,tan-awon,1,67,,,,,,,
niya,ug,2,67,,,,,,,
niya,unsa,1,67,,,,,,,
niya,uy,1,67,,,,,,,
niya,wa,1,67,,,,,,,
niya,,1,67,,,,,,,
ba,â€˜indaeâ€™,1,60,,,,,,,
ba,â€œnakagusto,1,60,,,,,,,
ba,â€œnyag,1,60,,,,,,,
gyod,akong,1,60,,,,,,,
ba,ambot,1,60,,,,,,,
gyod,ang,17,60,,,,,,,
ba,ang,8,60,,,,,,,
ba,apan,1,60,,,,,,,
may,bag-ong,1,60,,,,,,,
gyod,base,1,60,,,,,,,
may,bersiyon,1,60,,,,,,,
may,binisaya,1,60,,,,,,,
may,buhaton,1,60,,,,,,,
ba,busa,2,60,,,,,,,
may,dako,1,60,,,,,,,
ba,dakong,1,60,,,,,,,
may,di,1,60,,,,,,,
gyod,di,1,60,,,,,,,
gyod,diay,3,60,,,,,,,
ba,diay,1,60,,,,,,,
gyod,diay!,1,60,,,,,,,
ba,dili,1,60,,,,,,,
ba,din-a,1,60,,,,,,,
gyod,dinhi,1,60,,,,,,,
may,diptonggo,1,60,,,,,,,
may,epekto,1,60,,,,,,,
gyod,gani,2,60,,,,,,,
may,gibirigan,1,60,,,,,,,
may,gibug-aton,1,60,,,,,,,
ba,gibuyag,1,60,,,,,,,
gyod,gihapon,1,60,,,,,,,
ba,gihapon,1,60,,,,,,,
may,giladmon,1,60,,,,,,,
ba,goy,3,60,,,,,,,
gyod,goy!â€ù,1,60,,,,,,,
ba,gyod,2,60,,,,,,,
ba,hangtod,1,60,,,,,,,
gyod,hilabti,1,60,,,,,,,
may,hisabtan,1,60,,,,,,,
may,igong,1,60,,,,,,,
may,ilang,1,60,,,,,,,
may,inahan,1,60,,,,,,,
gyod,ingon,1,60,,,,,,,
ba,ingon,1,60,,,,,,,
gyod,intawon,2,60,,,,,,,
may,inyong,1,60,,,,,,,
gyod,isip,1,60,,,,,,,
may,isugo,1,60,,,,,,,
may,iyang,1,60,,,,,,,
gyod,ka,2,60,,,,,,,
ba,ka?â€ù,1,60,,,,,,,
gyod,kaayo,2,60,,,,,,,
gyod,kaayog,1,60,,,,,,,
gyod,kaha,2,60,,,,,,,
ba,kaha,3,60,,,,,,,
ba,kahay,2,60,,,,,,,
ba,kaklaro,1,60,,,,,,,
gyod,kaliwat,1,60,,,,,,,
may,kapasikaran,1,60,,,,,,,
may,kapin,1,60,,,,,,,
may,kapuslanan,2,60,,,,,,,
may,kasagbotan,1,60,,,,,,,
gyod,kay,1,60,,,,,,,
ba,kay,3,60,,,,,,,
may,kinabuhi,3,60,,,,,,,
gyod,kini,1,60,,,,,,,
ba,kini,1,60,,,,,,,
ba,kining,3,60,,,,,,,
gyod,kiniy,2,60,,,,,,,
ba,klaro,1,60,,,,,,,
gyod,ko,8,60,,,,,,,
ba,ko,1,60,,,,,,,
gyod,kog,2,60,,,,,,,
ba,kun,1,60,,,,,,,
may,kusog,1,60,,,,,,,
gyod,kutob,1,60,,,,,,,
may,lain,1,60,,,,,,,
may,laing,1,60,,,,,,,
ba,lang,1,60,,,,,,,
may,lantugiang,1,60,,,,,,,
may,lawom,2,60,,,,,,,
may,maabtang,1,60,,,,,,,
may,mabasa,1,60,,,,,,,
may,madutlan,1,60,,,,,,,
gyod,magsilbi,1,60,,,,,,,
may,mahayag,1,60,,,,,,,
ba,mahimuot,1,60,,,,,,,
ba,mahitabo,1,60,,,,,,,
may,maisip,1,60,,,,,,,
ba,maminaw,1,60,,,,,,,
ba,mao,2,60,,,,,,,
may,mapasagdang,1,60,,,,,,,
gyod,matag,1,60,,,,,,,
gyod,matarog,1,60,,,,,,,
may,mga,4,60,,,,,,,
ba,mga,1,60,,,,,,,
may,mikapakapa,1,60,,,,,,,
may,misyon,1,60,,,,,,,
ba,mo,1,60,,,,,,,
gyod,mo!,1,60,,,,,,,
ba,mobalik,1,60,,,,,,,
gyod,mog,1,60,,,,,,,
may,moingon,1,60,,,,,,,
gyod,mong,1,60,,,,,,,
gyod,na,2,60,,,,,,,
ba,naa,1,60,,,,,,,
may,nabasahan,1,60,,,,,,,
may,nagkugi,1,60,,,,,,,
ba,nagpasabot,1,60,,,,,,,
may,nahilahi,1,60,,,,,,,
may,nahitabo,1,60,,,,,,,
may,nakasayop,1,60,,,,,,,
gyod,nako,3,60,,,,,,,
gyod,nakong,3,60,,,,,,,
gyod,namong,1,60,,,,,,,
may,nanagsunod,1,60,,,,,,,
may,nanagtuon,1,60,,,,,,,
may,nangausik,1,60,,,,,,,
may,nangusisa,1,60,,,,,,,
gyod,napuo,1,60,,,,,,,
may,nasulat,1,60,,,,,,,
gyod,nay,1,60,,,,,,,
gyod,nga,4,60,,,,,,,
ba,nga,6,60,,,,,,,
gyod,nganong,1,60,,,,,,,
gyod,ni,5,60,,,,,,,
ba,ni,4,60,,,,,,,
gyod,niâ€”usa,1,60,,,,,,,
ba,niining,1,60,,,,,,,
gyod,nila,1,60,,,,,,,
gyod,ning,3,60,,,,,,,
ba,ning,2,60,,,,,,,
ba,ninyo,1,60,,,,,,,
gyod,niya,2,60,,,,,,,
ba,niya,2,60,,,,,,,
ba,niyang,1,60,,,,,,,
ba,o,2,60,,,,,,,
gyod,og,1,60,,,,,,,
gyod,pag-ayo,1,60,,,,,,,
may,pagka,1,60,,,,,,,
may,panaglalis,1,60,,,,,,,
may,panghugasan,1,60,,,,,,,
ba,pero,2,60,,,,,,,
may,piso,1,60,,,,,,,
ba,pod,4,60,,,,,,,
may,pultahan,2,60,,,,,,,
may,puntik,1,60,,,,,,,
ba,redundant,1,60,,,,,,,
may,rose,1,60,,,,,,,
gyod,sa,13,60,,,,,,,
ba,sa,5,60,,,,,,,
ba,sab,1,60,,,,,,,
may,sabaw,1,60,,,,,,,
gyod,sad,1,60,,,,,,,
ba,sag,1,60,,,,,,,
may,sakto,1,60,,,,,,,
gyod,si,5,60,,,,,,,
ba,si,3,60,,,,,,,
gyod,sila,2,60,,,,,,,
gyod,silang,1,60,,,,,,,
may,simponiya,1,60,,,,,,,
gyod,siya,2,60,,,,,,,
gyod,siyag,2,60,,,,,,,
ba,siyag,1,60,,,,,,,
ba,siyay,1,60,,,,,,,
ba,sudlanan,1,60,,,,,,,
gyod,ta,2,60,,,,,,,
ba,ta,1,60,,,,,,,
gyod,tan-awon,1,60,,,,,,,
ba,tawo,1,60,,,,,,,
gyod,tingali,1,60,,,,,,,
gyod,to,1,60,,,,,,,
ba,tong,1,60,,,,,,,
may,tunga-tunga,1,60,,,,,,,
may,uban,1,60,,,,,,,
gyod,ug,1,60,,,,,,,
ba,ug,1,60,,,,,,,
gyod,unta,2,60,,,,,,,
gyod,uyamot,1,60,,,,,,,
ba,wala,1,60,,,,,,,
kini,alang,1,58,,,,,,,
kini,ambot,1,58,,,,,,,
kini,ang,9,58,,,,,,,
kini,aron,1,58,,,,,,,
kini,buhaton,1,58,,,,,,,
kini,di,1,58,,,,,,,
kini,dutli,1,58,,,,,,,
kini,gihanigan,1,58,,,,,,,
kini,hangtod,1,58,,,,,,,
kini,hinungdan,1,58,,,,,,,
kini,hulata,1,58,,,,,,,
kini,human,1,58,,,,,,,
kini,ka,3,58,,,,,,,
kini,kaha,1,58,,,,,,,
kini,kanunay,1,58,,,,,,,
kini,kay,1,58,,,,,,,
kini,kon,1,58,,,,,,,
kini,kuno,1,58,,,,,,,
kini,lagda,1,58,,,,,,,
kini,lisod,1,58,,,,,,,
kini,magbinisaya,1,58,,,,,,,
kini,magnganga,1,58,,,,,,,
kini,magpanumbaling,1,58,,,,,,,
kini,mahitabo,1,58,,,,,,,
kini,mao,3,58,,,,,,,
kini,maoy,2,58,,,,,,,
kini,matuki,1,58,,,,,,,
kini,mga,1,58,,,,,,,
kini,mihimog,1,58,,,,,,,
kini,mokaon,1,58,,,,,,,
kini,nag-ubay,1,58,,,,,,,
kini,nagpasabot,1,58,,,,,,,
kini,namatikdan,1,58,,,,,,,
kini,nangita,1,58,,,,,,,
kini,nay,1,58,,,,,,,
kini,nga,5,58,,,,,,,
kini,ngadto,2,58,,,,,,,
kini,ni,4,58,,,,,,,
kini,niadtong,1,58,,,,,,,
kini,niya,2,58,,,,,,,
kini,pag-usab,2,58,,,,,,,
kini,pagalanggikitan,1,58,,,,,,,
kini,paubos,1,58,,,,,,,
kini,pipila,1,58,,,,,,,
kini,puwerteng,1,58,,,,,,,
kini,sa,27,58,,,,,,,
kini,sama,1,58,,,,,,,
kini,segun,1,58,,,,,,,
kini,si,2,58,,,,,,,
kini,sila,1,58,,,,,,,
kini,sukwahi,1,58,,,,,,,
kini,sulaton,1,58,,,,,,,
kini,taas,1,58,,,,,,,
kini,taudtaod,1,58,,,,,,,
kini,tungod,2,58,,,,,,,
kini,ug,3,58,,,,,,,
kini,unsay,1,58,,,,,,,
kini,wala,1,58,,,,,,,
niini,â€˜si-em-preâ€™,1,57,,,,,,,
niini,â€œda,1,57,,,,,,,
niini,ang,7,57,,,,,,,
niini,apan,1,57,,,,,,,
niini,aron,1,57,,,,,,,
niini,balay,1,57,,,,,,,
niini,daw,1,57,,,,,,,
niini,dili,2,57,,,,,,,
niini,gani,1,57,,,,,,,
niini,gibunyagan,1,57,,,,,,,
niini,giganahan,1,57,,,,,,,
niini,girumbo,1,57,,,,,,,
niini,guinicanan,1,57,,,,,,,
niini,hinungdan,1,57,,,,,,,
niini,igo,1,57,,,,,,,
niini,ikasugyot,1,57,,,,,,,
niini,ingon,1,57,,,,,,,
niini,isip,1,57,,,,,,,
niini,ka,1,57,,,,,,,
niini,kaniya,1,57,,,,,,,
niini,karon,1,57,,,,,,,
niini,kasayang,1,57,,,,,,,
niini,kini,1,57,,,,,,,
niini,kon,2,57,,,,,,,
niini,kontra,1,57,,,,,,,
niini,lahi,1,57,,,,,,,
niini,mamatikdan,1,57,,,,,,,
niini,mao,2,57,,,,,,,
niini,maong,1,57,,,,,,,
niini,mapasalamaton,1,57,,,,,,,
niini,matikdi,1,57,,,,,,,
niini,mismo,1,57,,,,,,,
niini,mogamit,1,57,,,,,,,
niini,mora,1,57,,,,,,,
niini,morag,1,57,,,,,,,
niini,motagubtob,1,57,,,,,,,
niini,nagpangitkit,1,57,,,,,,,
niini,nakaingon,1,57,,,,,,,
niini,nang,1,57,,,,,,,
niini,nga,6,57,,,,,,,
niini,ni,1,57,,,,,,,
niini,niining,1,57,,,,,,,
niini,o,2,57,,,,,,,
niini,og,1,57,,,,,,,
niini,pa,1,57,,,,,,,
niini,rong,1,57,,,,,,,
niini,sa,15,57,,,,,,,
niini,sama,1,57,,,,,,,
niini,samot,1,57,,,,,,,
niini,sanglit,1,57,,,,,,,
niini,si,1,57,,,,,,,
niini,sulod,1,57,,,,,,,
niini,talagsaon,1,57,,,,,,,
niini,tungod,1,57,,,,,,,
niini,ug,1,57,,,,,,,
niini,unsa,1,57,,,,,,,
niini,wala,1,57,,,,,,,
bisaya,â€œunsa,1,48,,,,,,,
bisaya,agosto,1,48,,,,,,,
bisaya,akadaba),1,48,,,,,,,
sab,alang,1,48,,,,,,,
bisaya,anam-anam,1,48,,,,,,,
sab,ang,14,48,,,,,,,
bisaya,ang,6,48,,,,,,,
bisaya,apan,2,48,,,,,,,
bisaya,aron,1,48,,,,,,,
sab,ato,1,48,,,,,,,
bisaya,busa,1,48,,,,,,,
sab,daan,1,48,,,,,,,
sab,dalang,1,48,,,,,,,
sab,dayon,1,48,,,,,,,
bisaya,di,1,48,,,,,,,
bisaya,diay,1,48,,,,,,,
bisaya,didto,1,48,,,,,,,
sab,dihang,1,48,,,,,,,
sab,dili,1,48,,,,,,,
sab,dinhi,1,48,,,,,,,
bisaya,disyembre,1,48,,,,,,,
sab,do,1,48,,,,,,,
bisaya,duol-duol,1,48,,,,,,,
bisaya,enero,1,48,,,,,,,
bisaya,foundation,3,48,,,,,,,
bisaya,galupad,1,48,,,,,,,
sab,gani,1,48,,,,,,,
sab,gihapon,1,48,,,,,,,
sab,gihapong,1,48,,,,,,,
bisaya,gikalipay,1,48,,,,,,,
bisaya,gula,1,48,,,,,,,
sab,gyod,1,48,,,,,,,
bisaya,hulyo,2,48,,,,,,,
sab,ibilin,1,48,,,,,,,
bisaya,isip,1,48,,,,,,,
sab,kadto,1,48,,,,,,,
bisaya,kanatong,1,48,,,,,,,
sab,kanila,1,48,,,,,,,
sab,karon,1,48,,,,,,,
bisaya,kerosene,1,48,,,,,,,
sab,kini,2,48,,,,,,,
bisaya,kini,1,48,,,,,,,
sab,kinig,1,48,,,,,,,
sab,ko,3,48,,,,,,,
sab,kog,1,48,,,,,,,
sab,kon,1,48,,,,,,,
bisaya,kondili,2,48,,,,,,,
sab,kuno,3,48,,,,,,,
sab,kunong,1,48,,,,,,,
bisaya,labi,1,48,,,,,,,
sab,lain,1,48,,,,,,,
bisaya,lakip,1,48,,,,,,,
bisaya,magazine,2,48,,,,,,,
sab,magbalik-balik,1,48,,,,,,,
bisaya,man,1,48,,,,,,,
bisaya,mao,2,48,,,,,,,
sab,matag,1,48,,,,,,,
bisaya,may,1,48,,,,,,,
bisaya,mayo,1,48,,,,,,,
sab,mopadayon,1,48,,,,,,,
sab,nagpasabot,1,48,,,,,,,
sab,nga,7,48,,,,,,,
bisaya,nga,9,48,,,,,,,
sab,ni,6,48,,,,,,,
sab,nilang,1,48,,,,,,,
sab,niy,1,48,,,,,,,
sab,o,1,48,,,,,,,
bisaya,o,1,48,,,,,,,
sab,og,3,48,,,,,,,
sab,pagbasa,1,48,,,,,,,
bisaya,pagka,1,48,,,,,,,
sab,paulahi,1,48,,,,,,,
bisaya,pebrero,1,48,,,,,,,
sab,peste,1,48,,,,,,,
bisaya,pinaagi,1,48,,,,,,,
bisaya,pinaluyohan,1,48,,,,,,,
bisaya,pod,1,48,,,,,,,
bisaya,ra,1,48,,,,,,,
sab,sa,9,48,,,,,,,
bisaya,sa,3,48,,,,,,,
bisaya,sept,1,48,,,,,,,
sab,si,3,48,,,,,,,
sab,sila,2,48,,,,,,,
sab,siya,2,48,,,,,,,
sab,siyag,1,48,,,,,,,
bisaya,specific,1,48,,,,,,,
bisaya,sukad,1,48,,,,,,,
bisaya,sumala,2,48,,,,,,,
sab,ta,1,48,,,,,,,
bisaya,uban,1,48,,,,,,,
bisaya,ubay-ubay,1,48,,,,,,,
sab,ug,1,48,,,,,,,
bisaya,ug,2,48,,,,,,,
sab,unsa,1,48,,,,,,,
sab,usa,1,48,,,,,,,
bisaya,usa,2,48,,,,,,,
ra,8371,1,47,,,,,,,
ra,ang,3,47,,,,,,,
ra,ba,9,47,,,,,,,
ra,baya,1,47,,,,,,,
ra,bitawy,1,47,,,,,,,
ra,diayng,1,47,,,,,,,
ra,gihapon,1,47,,,,,,,
ra,god,3,47,,,,,,,
ra,gyod,9,47,,,,,,,
ra,gyoy,1,47,,,,,,,
ra,indikasyon,1,47,,,,,,,
ra,intawon,1,47,,,,,,,
ra,ka,2,47,,,,,,,
ra,kada,1,47,,,,,,,
ra,kay,1,47,,,,,,,
ra,kining,2,47,,,,,,,
ra,kuno,2,47,,,,,,,
ra,man,10,47,,,,,,,
ra,masunog,1,47,,,,,,,
ra,may,1,47,,,,,,,
ra,ming,1,47,,,,,,,
ra,mismo,1,47,,,,,,,
ra,mo,1,47,,,,,,,
ra,na,2,47,,,,,,,
ra,nagpatay,1,47,,,,,,,
ra,nako,2,47,,,,,,,
ra,nang,2,47,,,,,,,
ra,nato,1,47,,,,,,,
ra,nga,2,47,,,,,,,
ra,ni,2,47,,,,,,,
ra,niini,1,47,,,,,,,
ra,nila,1,47,,,,,,,
ra,ning,1,47,,,,,,,
ra,o,1,47,,,,,,,
ra,pinainingles,1,47,,,,,,,
ra,pod,2,47,,,,,,,
ra,sa,8,47,,,,,,,
ra,sad,1,47,,,,,,,
ra,school,1,47,,,,,,,
ra,si,1,47,,,,,,,
ra,sila,2,47,,,,,,,
ra,siya,4,47,,,,,,,
ra,to,2,47,,,,,,,
ra,una,1,47,,,,,,,
ra,unta,1,47,,,,,,,
ra,unya,1,47,,,,,,,
ra,usab,3,47,,,,,,,
sila,10pm,1,46,,,,,,,
sila,aktibo,1,46,,,,,,,
sila,andam,1,46,,,,,,,
sila,ang,1,46,,,,,,,
sila,batiag,1,46,,,,,,,
sila,diha!â€ù,1,46,,,,,,,
sila,dinhi,1,46,,,,,,,
sila,ganahan,1,46,,,,,,,
nga,gibansay,1,46,,,,,,,
nga,gibasa,1,46,,,,,,,
nga,gihatagan,1,46,,,,,,,
sila,giila,1,46,,,,,,,
nga,gilutoag,1,46,,,,,,,
nga,gisaad,1,46,,,,,,,
nga,higaonon,1,46,,,,,,,
nga,ikapakita,1,46,,,,,,,
sila,ikapresentar,1,46,,,,,,,
sila,ilang,2,46,,,,,,,
nga,indigenous,1,46,,,,,,,
nga,kalamboan,1,46,,,,,,,
nga,kali,1,46,,,,,,,
sila,kaniadto,1,46,,,,,,,
sila,karon,1,46,,,,,,,
sila,kay,1,46,,,,,,,
nga,kita,1,46,,,,,,,
sila,kon,2,46,,,,,,,
nga,konsumo,1,46,,,,,,,
sila,kuno,1,46,,,,,,,
sila,labi,1,46,,,,,,,
sila,lang,1,46,,,,,,,
nga,langgam,1,46,,,,,,,
nga,lugaw,1,46,,,,,,,
nga,lusok,1,46,,,,,,,
sila,luyo,1,46,,,,,,,
nga,maanindot,1,46,,,,,,,
sila,maarang,1,46,,,,,,,
nga,madungog,1,46,,,,,,,
sila,magdahom,1,46,,,,,,,
nga,magkahugyon,1,46,,,,,,,
sila,magkasinabot,1,46,,,,,,,
nga,magpaduol,1,46,,,,,,,
sila,magpanagana,1,46,,,,,,,
nga,magpatawag,1,46,,,,,,,
sila,magpundok,1,46,,,,,,,
nga,magtinampohay,1,46,,,,,,,
nga,mahugpong,1,46,,,,,,,
nga,maila,1,46,,,,,,,
sila,makapahimulos,1,46,,,,,,,
sila,makatuo,1,46,,,,,,,
sila,malingaw,1,46,,,,,,,
sila,mangamatay,1,46,,,,,,,
sila,mangatulog,1,46,,,,,,,
nga,manulat,1,46,,,,,,,
nga,mapundok,1,46,,,,,,,
sila,mapurihisyo,1,46,,,,,,,
nga,matamdan,1,46,,,,,,,
nga,matuhay,1,46,,,,,,,
sila,may,1,46,,,,,,,
nga,mingsalmot,1,46,,,,,,,
nga,mitikang,1,46,,,,,,,
sila,mosanay,1,46,,,,,,,
nga,nag-ila,1,46,,,,,,,
nga,nagbatog,1,46,,,,,,,
sila,nagmaya,1,46,,,,,,,
sila,nagpahigayon,1,46,,,,,,,
nga,nagtindog,1,46,,,,,,,
nga,nagtukod,1,46,,,,,,,
nga,nahagpat,1,46,,,,,,,
nga,nailhan,1,46,,,,,,,
